course_code,facility_code,course_name,hol,par,course_type,course_architect,open_date,guest_policy,weekday_price,weekend_price,twilight_price,fairway,green,currency
USA-OH-00183-01,USA-OH-00183,Fire Ridge,18,72,Parkland,Ron Cutlip,1930,Open,22,32,32,N/D,N/D,USD
USA-OH-00184-01,USA-OH-00184,North,18,72,Parkland,Robert Trent Jones Sr,1969,Closed,~,~,~,N/D,N/D,USD
USA-OH-00184-02,USA-OH-00184,South,18,70,Parkland,Bert Way,1929,Closed,~,~,~,N/D,N/D,USD
USA-OH-00184-03,USA-OH-00184,West,18,70,Parkland,Geoffrey Cornish/ Brian Silva,1989,Closed,~,~,~,N/D,N/D,USD
USA-OH-00185-01,USA-OH-00185,Flying B,18,71,Parkland,Paul Ritchie,1960,Open,20,25,25,N/D,N/D,USD
USA-OH-00186-01,USA-OH-00186,Fonderlac,18,70,Parkland,N/D,N/D,Closed,~,~,~,N/D,N/D,USD
USA-OH-00189-01,USA-OH-00189,Forest Hills,18,70,Parkland,N/D,1960,Open,18.5,21,21,N/D,N/D,USD
USA-OH-00190-01,USA-OH-00190,Forest Hills,18,68,Parkland,Harry E Flora,1963,Open,24,25,25,N/D,N/D,USD
USA-OH-00191-01,USA-OH-00191,Forest Hills,9,36,Parkland,Jack Kidwell,1969,Open,9,9,9,N/D,N/D,USD
USA-OH-00192-01,USA-OH-00192,Forest Hills,18,56,Parkland,N/D,1962,Open,18,21,21,N/D,N/D,USD
USA-OH-00193-01,USA-OH-00193,Red,18,70,Parkland,N/D,1955,Open,15,16,16,N/D,N/D,USD
USA-OH-00193-02,USA-OH-00193,Yellow,9,35,Parkland,N/D,1962,Open,7.5,8,8,N/D,N/D,USD
USA-OH-00194-01,USA-OH-00194,Forrest Creason,18,72,Parkland,Bob Dudley/Ken Schoeni,1964,Open,20,25,25,N/D,N/D,USD
USA-OH-00195-01,USA-OH-00195,Fostoria,18,72,Parkland,Jack Kidwell,1916,Closed,~,~,~,N/D,N/D,USD
USA-OH-00196-01,USA-OH-00196,Four Bridges,18,72,Parkland,Robert Cupp,1999,Closed,~,~,~,N/D,N/D,USD
USA-OH-00197-01,USA-OH-00197,Lake/River,18,72,Parkland,Pete Dye,1971,Open,39,49,35,N/D,N/D,USD
USA-OH-00197-02,USA-OH-00197,River/Maple,18,72,Parkland,Pete Dye,1971,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-OH-00198-01,USA-OH-00198,Fox Creek,18,71,Parkland,N/D,1957,Closed,~,~,~,N/D,N/D,USD
USA-OH-00199-01,USA-OH-00199,Fox Den,18,72,Parkland,Frank Schniedel,1966,Open,25,35,35,N/D,N/D,USD
USA-OH-00200-01,USA-OH-00200,Fox Meadow,18,72,Parkland,Stephen Burns,1996,Closed,~,~,~,N/D,N/D,USD
USA-OH-00201-01,USA-OH-00201,Foxfire,18,72,Parkland,Jack Kidwell,1974,Open,16,16,25,N/D,N/D,USD
USA-OH-00201-02,USA-OH-00201,Players,18,72,Parkland,Jack Kidwell/Michael Hurdzan,1993,Open,32,36,39,N/D,N/D,USD
USA-OH-00202-01,USA-OH-00202,Foxs Den,18,72,Parkland,Tom Fazio,1996,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-OH-00203-01,USA-OH-00203,Franklin,9,35,Parkland,N/D,1945,Open,24,24,24,N/D,N/D,USD
USA-OH-00204-01,USA-OH-00204,Franklin Valley,18,71,Parkland,N/D,1963,Open,30,30,30,N/D,N/D,USD
USA-OH-00205-01,USA-OH-00205,Fremont,18,71,Parkland,R-Brian Huntley,1921,Closed,~,~,~,N/D,N/D,USD
USA-OH-00206-01,USA-OH-00206,Friendly Meadows,18,72,Parkland,Steve Oberschlake,1970,Open,26,27,27,N/D,N/D,USD
USA-OH-00207-01,USA-OH-00207,Fullers Fairways,18,70,Parkland,Bob Fuller,1972,Open,16,16,16,N/D,N/D,USD
USA-OH-00208-01,USA-OH-00208,Gahanna Municipal,9,35,Parkland,Jack Kidwell,1970,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-OH-00209-01,USA-OH-00209,Galion,18,71,Parkland,Jack Kidwell,1927,Closed,~,~,~,N/D,N/D,USD
USA-OH-00210-01,USA-OH-00210,Geneva on the Lake,18,73,Parkland,N/D,1927,Open,27,32,32,N/D,N/D,USD
USA-OH-00211-01,USA-OH-00211,Gleneagles,18,72,Parkland,Ted McAnlis,1989,Open,31,36,36,N/D,N/D,USD
USA-OH-00212-01,USA-OH-00212,Glenmoore,18,72,Parkland,Jack Nicklaus,1992,Closed,~,~,~,N/D,N/D,USD
USA-OH-00213-01,USA-OH-00213,East/West,18,72,Parkland,Michael Hurdzan/ Arthur Hills,1970,Open,27,30,29,N/D,N/D,USD
USA-OH-00213-02,USA-OH-00213,East/South,18,72,Parkland,Michael Hurdzen/ Arthur Hills,1970,Open,27,30,29,N/D,N/D,USD
USA-OH-00213-03,USA-OH-00213,West/South,18,72,Parkland,Michael Hurdzan/ Arthur Hills,1970,Open,27,30,29,N/D,N/D,USD
USA-OH-00213-04,USA-OH-00213,West 9,9,36,Parkland,Michael Hurdzan/ Arthur Hills,1970,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-OH-00214-01,USA-OH-00214,Rollandia,18,58,Parkland,N/D,1960,Open,16,16,12,N/D,N/D,USD
USA-OH-00215-01,USA-OH-00215,Hidden Creeck,18,72,Parkland,Bassett & Associates,1999,Open,16,21,21,N/D,N/D,USD
USA-OH-00216-01,USA-OH-00216,Heritage/Legend,18,72,Parkland,Gene Bates,1994,Open,37,47,25,N/D,N/D,USD
USA-OH-00216-02,USA-OH-00216,Legend to Vintage,18,72,Parkland,Gene Bates,2002,Open,35,40,25,N/D,N/D,USD
USA-OH-00216-03,USA-OH-00216,Heritage to Vintage,18,72,Parkland,Gene Bates,2002,Open,35,40,25,N/D,N/D,USD
USA-OH-00217-01,USA-OH-00217,Grandview,18,70,Parkland,Hugh Johnson,1929,Open,15,22,22,N/D,N/D,USD
USA-OH-00218-01,USA-OH-00218,Grantwood,18,71,Parkland,Grant Wilson/ Deming & Harold Paddock,1909,Open,27,27,16,N/D,N/D,USD
USA-OH-00219-01,USA-OH-00219,Granville,18,71,Parkland,Donald Ross,1924,Open,36,42,36,N/D,N/D,USD
USA-OH-00220-01,USA-OH-00220,Red/Blue,18,71,Parkland,Romain Fry,1965,Open,13,19,19,N/D,N/D,USD
USA-OH-00220-02,USA-OH-00220,par 3,9,35,Parkland,Romain Fry,1965,Open,7,10.5,10.5,N/D,N/D,USD
USA-OH-00221-01,USA-OH-00221,Green Crest,18,70,Parkland,Horton,1973,Open,37,40,40,N/D,N/D,USD
USA-OH-00222-01,USA-OH-00222,18 Hole Course,18,71,Parkland,Robert Crockett,1958,Open,27,33,22,N/D,N/D,USD
USA-OH-00223-01,USA-OH-00223,Green Hills,9,36,Parkland,N/D,1928,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-OH-00224-01,USA-OH-00224,Green Ridge,9,32,Parkland,N/D,1921,Open,11,11,11,N/D,N/D,USD
USA-OH-00225-01,USA-OH-00225,Green Valley,18,72,Parkland,N/D,1960,Open,19,20,20,N/D,N/D,USD
USA-OH-00226-01,USA-OH-00226,Gem City,18,72,Parkland,N/D,1960,Closed,~,~,~,N/D,N/D,USD
USA-OH-00227-01,USA-OH-00227,Greenville,18,71,Parkland,N/D,1921,Closed,~,~,~,N/D,N/D,USD
USA-OH-00229-01,USA-OH-00229,Blue/Red,18,71,Parkland,Donald Ross,1925,Closed,~,~,~,N/D,N/D,USD
USA-OH-00229-02,USA-OH-00229,Red/White,18,72,Parkland,Donald Ross,1925,Closed,~,~,~,N/D,N/D,USD
USA-OH-00229-03,USA-OH-00229,White/Blue,18,72,Parkland,Donald Ross,1925,Closed,~,~,~,N/D,N/D,USD
USA-OH-00230-01,USA-OH-00230,Hara Greens,18,65,Parkland,Harold & Ralph Wampler,1994,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-OH-00231-01,USA-OH-00231,Harbor Hills,9,36,Parkland,N/D,1922,Open,17,18,18,N/D,N/D,USD
USA-OH-00232-01,USA-OH-00232,Harmon,18,71,Parkland,N/D,1912,Open,15,16,16,N/D,N/D,USD
USA-OH-00233-01,USA-OH-00233,Hartwell Recreation,18,68,Parkland,N/D,1933,Open,16,16,16,N/D,N/D,USD
USA-OH-00234-01,USA-OH-00234,Hawks Nest,18,72,Parkland,Steve Burns,1993,Open,33,33,33,N/D,N/D,USD
USA-OH-00235-01,USA-OH-00235,Hawthorne Valley,18,70,Parkland,Donald Ross,1916,Closed,~,~,~,N/D,N/D,USD
USA-OH-00236-01,USA-OH-00236,Heather Downs,18,71,Parkland,N/D,1926,Closed,~,~,~,N/D,N/D,USD
USA-OH-00237-01,USA-OH-00237,Heatherwoode,18,72,Parkland,Denis Griffiths,1991,Open,37,47,25,N/D,N/D,USD
USA-OH-00238-01,USA-OH-00238,Hemlock Springs,18,72,Parkland,Ben Zink,1961,Open,28,35,35,N/D,N/D,USD
USA-OH-00239-01,USA-OH-00239,Henry Stambaugh,9,36,Parkland,N/D,1923,Open,16,16,16,N/D,N/D,USD
USA-OH-00240-01,USA-OH-00240,Heritage,18,71,Parkland,P B Dye,1993,Closed,~,~,~,N/D,N/D,USD
USA-OH-00241-01,USA-OH-00241,Hiawatha,18,72,Parkland,Jack Kidwell,1959,Open,12,15,15,N/D,N/D,USD
USA-OH-00242-01,USA-OH-00242,Hickory Flat Greens,18,72,Parkland,Jack Kidwell,1969,Open,21,21,21,N/D,N/D,USD
USA-OH-00243-01,USA-OH-00243,Hickory Grove,18,72,Parkland,N/D,1962,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-OH-00244-01,USA-OH-00244,Hickory Grove,18,76,Parkland,Stuart Francis,1962,Open,16,21,21,N/D,N/D,USD
USA-OH-00245-01,USA-OH-00245,Hickory Grove,9,36,Parkland,Stanley Johnson,1977,Open,29,31,29,N/D,N/D,USD
USA-OH-00246-01,USA-OH-00246,Hickory Hills,18,71,Parkland,Jack Kidwell,1979,Closed,~,~,~,N/D,N/D,USD
USA-OH-00247-01,USA-OH-00247,Hickory Nut,18,71,Parkland,Kucharski Brothers,1965,Open,20,26,26,N/D,N/D,USD
USA-OH-00248-01,USA-OH-00248,Hickory Woods,18,70,Parkland,Dennis Acomb,1984,Open,35,40,40,N/D,N/D,USD
USA-OH-00249-01,USA-OH-00249,Hidden Hills,18,72,Parkland,Elizabeth Pierce,1968,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-OH-00250-01,USA-OH-00250,Hidden Hills,9,31,Parkland,Jack Hanlon,1972,Open,10,11,11,N/D,N/D,USD
USA-OH-00252-01,USA-OH-00252,Hidden Valley,9,28,Parkland,N/D,1960,Open,10,11,11,N/D,N/D,USD
USA-OH-00253-01,USA-OH-00253,Hidden Valley,9,36,Parkland,N/D,1963,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-OH-00254-01,USA-OH-00254,Hide A Way Hills,9,34,Parkland,Joe Farda,1961,Closed,~,~,~,N/D,N/D,USD
USA-OH-00255-01,USA-OH-00255,Highland Meadows,18,71,Parkland,Sandy Alves,1928,Closed,~,~,~,N/D,N/D,USD
USA-OH-00256-01,USA-OH-00256,Link,18,71,Parkland,Sandy Alves,1928,Open,24,25,25,N/D,N/D,USD
USA-OH-00256-02,USA-OH-00256,Valley,18,71,Parkland,Sandy Alves,1928,Open,24,25,25,N/D,N/D,USD
USA-OH-00257-01,USA-OH-00257,Highlands,18,72,Parkland,N/D,1957,Closed,~,~,~,N/D,N/D,USD
USA-OH-00259-01,USA-OH-00259,Hillcrest,18,69,Parkland,N/D,1940,Open,14,17,17,N/D,N/D,USD
USA-OH-00260-01,USA-OH-00260,Hilliard Lakes,18,72,Parkland,N/D,1968,Open,23,29,29,N/D,N/D,USD
USA-OH-00261-01,USA-OH-00261,Hillsboro Elks,9,36,Parkland,N/D,1962,Open,22,29,29,N/D,N/D,USD
USA-OH-00262-01,USA-OH-00262,Hilltop,18,71,Parkland,N/D,1960,Open,18,27,27,N/D,N/D,USD
USA-OH-00263-01,USA-OH-00263,Hilltop,18,72,Parkland,N/D,1927,Open,17,30,30,N/D,N/D,USD
USA-OH-00264-01,USA-OH-00264,Hillview,18,71,Parkland,Bob Macke,1972,Open,15,17,17,N/D,N/D,USD
USA-OH-00265-01,USA-OH-00265,Hinckley Hills,18,72,Parkland,Harold Paddock,1963,Open,33,33,33,N/D,N/D,USD
USA-OH-00265-02,USA-OH-00265,Hinckley Hills,5,20,Parkland,Harold Paddock,1963,Open,8.5,8.5,8.5,N/D,N/D,USD
USA-OH-00266-01,USA-OH-00266,Holly Hills,18,71,Parkland,N/D,1964,Open,25.5,30.5,30.5,N/D,N/D,USD
USA-OH-00267-01,USA-OH-00267,Homestead,18,71,Parkland,Bill Amick,1973,Open,18,22,22,N/D,N/D,USD
USA-OH-00268-01,USA-OH-00268,Homestead Springs,18,72,Parkland,Bud Rainier,1971,Open,25,34,34,N/D,N/D,USD
USA-OH-00269-01,USA-OH-00269,Hueston Woods,18,72,Parkland,Jack Kidwell,1969,Open,34,42,42,N/D,N/D,USD
USA-OH-00270-01,USA-OH-00270,Hyde A Way,9,36,Parkland,N/D,1953,Open,8,8,8,N/D,N/D,USD
USA-OH-00271-01,USA-OH-00271,Hyde Park,18,71,Parkland,Donald Ross,1909,Closed,~,~,~,N/D,N/D,USD
USA-OH-00272-01,USA-OH-00272,Indian Hollow Lake,18,72,Parkland,Don Gardner,1968,Open,30,35,35,N/D,N/D,USD
USA-OH-00273-01,USA-OH-00273,Indian Ridge,18,72,Parkland,Brian Huntley,1999,Open,38,43,43,N/D,N/D,USD
USA-OH-00274-01,USA-OH-00274,Reserve,18,72,Parkland,Jack Kidwell,1998,Open,23,33,25,N/D,N/D,USD
USA-OH-00276-01,USA-OH-00276,Inverness,18,71,Parkland,Donald Ross,1903,Closed,~,~,~,N/D,N/D,USD
USA-OH-00277-01,USA-OH-00277,Irish Hills,18,71,Parkland,William Barbour,1928,Open,21,23,23,N/D,N/D,USD
USA-OH-00278-01,USA-OH-00278,Ironton,18,70,Parkland,N/D,1951,Closed,~,~,~,N/D,N/D,USD
USA-OH-00279-01,USA-OH-00279,Ironwood,18,71,Parkland,Harold Paddock,1968,Open,33,35,35,N/D,N/D,USD
USA-OH-00280-01,USA-OH-00280,Ironwood,18,71,Parkland,N/D,1970,Open,18,21,21,N/D,N/D,USD
USA-OH-00281-01,USA-OH-00281,Ivy Hills,18,71,Parkland,Steve Smyers,1992,Closed,~,~,~,N/D,N/D,USD
USA-OH-00282-01,USA-OH-00282,J E Good Park,18,71,Parkland,Bert Way,1928,Open,23,35,35,N/D,N/D,USD
USA-OH-00283-01,USA-OH-00283,Jamaica Run,18,72,Parkland,"Bowman, Mays & Denny",1988,Open,24,29,29,N/D,N/D,USD
USA-OH-00284-01,USA-OH-00284,Jefferson,18,72,Parkland,Robert Trent Jones Jr,1992,Closed,~,~,~,N/D,N/D,USD
USA-OH-00285-01,USA-OH-00285,Johnny Cake Ridge,18,60,Parkland,N/D,1963,Open,16,16,16,N/D,N/D,USD
USA-OH-00286-01,USA-OH-00286,Kent State University,18,69,Parkland,N/D,1920,Open,18,20,20,N/D,N/D,USD
USA-OH-00287-01,USA-OH-00287,Kendale,18,71,Parkland,William Diddel,1930,Closed,~,~,~,N/D,N/D,USD
USA-OH-00287-02,USA-OH-00287,Kenview,18,72,Parkland,William Diddel,1930,Closed,~,~,~,N/D,N/D,USD
USA-OH-00288-01,USA-OH-00288,Keys Public,18,72,Parkland,N/D,1964,Open,14.5,16.5,16.5,N/D,N/D,USD
USA-OH-00289-01,USA-OH-00289,Kings Mill,18,70,Parkland,Jack Kidwell,1965,Open,20,25,25,N/D,N/D,USD
USA-OH-00291-01,USA-OH-00291,Kinsale Golf and Fitness,18,72,Parkland,Arthur Hills,2004,Closed,~,~,~,N/D,N/D,USD
USA-OH-00292-01,USA-OH-00292,Kirtland,18,70,Parkland,H S Colt/C H Alison,1921,Closed,~,~,~,N/D,N/D,USD
USA-OH-00293-01,USA-OH-00293,Falcon,18,56,Parkland,Robert Bruce Harris,1962,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-OH-00293-02,USA-OH-00293,Eagle,18,72,Parkland,Robert Bruce Harris,1964,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-OH-00293-03,USA-OH-00293,Hawk,18,72,Parkland,Robert Bruce Harris,1961,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-OH-00294-01,USA-OH-00294,Knollbrook,9,35,Parkland,N/D,1960,Open,12,15,15,N/D,N/D,USD
USA-OH-00295-01,USA-OH-00295,Kyber Run,18,72,Parkland,George Simon,1943,Open,16,27,16,N/D,N/D,USD
USA-OH-00296-01,USA-OH-00296,L C Boles,18,72,Parkland,N/D,1939,Open,18,18,18,N/D,N/D,USD
USA-OH-00297-01,USA-OH-00297,Lake Forest,18,72,Parkland,Herbert Strong,1931,Closed,~,~,~,N/D,N/D,USD
USA-OH-00299-01,USA-OH-00299,Lake View,9,33,Parkland,Charles Mori,1965,Open,13,15,13,N/D,N/D,USD
USA-OH-00300-01,USA-OH-00300,Lakeland,18,70,Parkland,N/D,1960,Open,11,13,11,N/D,N/D,USD
USA-OH-00301-01,USA-OH-00301,Lakeland,18,71,Parkland,N/D,1965,Open,18,22,18,N/D,N/D,USD
USA-OH-00302-01,USA-OH-00302,Lakeside,18,70,Parkland,N/D,1960,Open,14,21,13,N/D,N/D,USD
USA-OH-00303-01,USA-OH-00303,Lakeside,18,72,Parkland,N/D,1959,Open,19,32,19,N/D,N/D,USD
USA-OH-00304-01,USA-OH-00304,Lakewood,18,71,Parkland,A .W. Tillinghast,1921,Closed,~,~,~,N/D,N/D,USD
USA-OH-00305-01,USA-OH-00305,Lakewood,18,71,Parkland,Forrest & Jon Wahl,1961,Open,20,33,20,N/D,N/D,USD
USA-OH-00306-01,USA-OH-00306,Lancaster,18,72,Parkland,Jack Kidwell,1909,Closed,~,~,~,N/D,N/D,USD
USA-OH-00307-01,USA-OH-00307,Par 3,18,54,Parkland,Donald Ross,1930,Open,4.5,4.5,4.5,N/D,N/D,USD
USA-OH-00308-01,USA-OH-00308,Old Pine,9,31,Parkland,N/D,1987,Open,10,10,10,N/D,N/D,USD
USA-OH-00309-01,USA-OH-00309,Legend Lake,18,72,Parkland,Reece Alexander,1968,Closed,~,~,~,N/D,N/D,USD
USA-OH-00310-01,USA-OH-00310,Legendary Run,18,72,Parkland,Arthur Hills,1998,Open,45,49,45,N/D,N/D,USD
USA-OH-00311-01,USA-OH-00311,Leisure Time Recreation,18,54,Parkland,Nelson Monacle,1962,Open,17,17,17,N/D,N/D,USD
USA-OH-00312-01,USA-OH-00312,Liberty Hills,18,70,Parkland,N/D,1920,Open,17,23,17,N/D,N/D,USD
USA-OH-00313-01,USA-OH-00313,Licking Springs,18,72,Parkland,Jack Kidwell,1963,Open,27,30,27,N/D,N/D,USD
USA-OH-00314-01,USA-OH-00314,Lincoln Hills,9,36,Parkland,N/D,1929,Open,16,16,16,N/D,N/D,USD
USA-OH-00314-02,USA-OH-00314,Lincoln Hills (Alternate Tees),18,72,Parkland,N/D,1929,Open,21,25,21,N/D,N/D,USD
USA-OH-00315-01,USA-OH-00315,Lindale,18,71,Parkland,Bob Taylor,1996,Open,27,32,27,N/D,N/D,USD
USA-OH-00316-01,USA-OH-00316,The Links,18,65,Parkland,Michael Hurdzan,1989,Open,10,22,10,N/D,N/D,USD
USA-OH-00317-01,USA-OH-00317,Little Apple,18,64,Parkland,N/D,1976,Open,16,16,16,N/D,N/D,USD
USA-OH-00318-01,USA-OH-00318,Little Met,9,34,Parkland,Stanley Thompson,1930,Open,15,17,15,N/D,N/D,USD
USA-OH-00319-01,USA-OH-00319,Par 3,9,27,Parkland,N/D,2005,Open,9,9,9,N/D,N/D,USD
USA-OH-00319-02,USA-OH-00319,Regulation,9,35,Parkland,N/D,N/D,Open,12.25,12.25,12.25,N/D,N/D,USD
USA-OH-00319-03,USA-OH-00319,Regulation (Alternate Tees),18,70,Parkland,N/D,N/D,Open,11.75,11.75,11.75,N/D,N/D,USD
USA-OH-00320-01,USA-OH-00320,Little Mountain,18,70,Parkland,Michael Hurdzan/ Dana Fry,2000,Open,35,40,40,N/D,N/D,USD
USA-OH-00321-01,USA-OH-00321,Little Turtle,18,72,Parkland,Pete Dye,1975,Closed,~,~,~,N/D,N/D,USD
USA-OH-00323-01,USA-OH-00323,Locust,18,72,Parkland,Kitchen Family,1966,Open,15,20,20,N/D,N/D,USD
USA-OH-00323-02,USA-OH-00323,Maple,18,72,Parkland,Kitchen Family,1971,Open,15,20,20,N/D,N/D,USD
USA-OH-00324-01,USA-OH-00324,Longaberger,18,72,Parkland,Arthur Hills,1999,Open,64,79,59,N/D,N/D,USD
USA-OH-00325-01,USA-OH-00325,Losantiville,18,70,Parkland,Tom Bendelow,1906,Closed,~,~,~,N/D,N/D,USD
USA-OH-00326-01,USA-OH-00326,Lost Creek,18,71,Parkland,N/D,1925,Closed,~,~,~,N/D,N/D,USD
USA-OH-00327-01,USA-OH-00327,Loudon Meadows,18,71,Parkland,N/D,1962,Open,14,21,21,N/D,N/D,USD
USA-OH-00328-01,USA-OH-00328,1-9/10-18,18,70,Parkland,N/D,1928,Open,18,20,20,N/D,N/D,USD
USA-OH-00328-02,USA-OH-00328,19-27,9,35,Parkland,N/D,1928,Open,14,15,15,N/D,N/D,USD
USA-OH-00329-01,USA-OH-00329,Lyons Den,18,69,Parkland,Bill Lyons,1962,Open,17,27,27,N/D,N/D,USD
USA-OH-00330-01,USA-OH-00330,Madden,18,72,Parkland,N/D,1928,Open,35,37,37,N/D,N/D,USD
USA-OH-00331-01,USA-OH-00331,Madison,18,71,Parkland,Grange Alves,1923,Closed,~,~,~,N/D,N/D,USD
USA-OH-00332-01,USA-OH-00332,Majestic Springs,18,71,Parkland,Barry T Serafin,1999,Open,32,34,34,N/D,N/D,USD
USA-OH-00333-01,USA-OH-00333,Maketewah,18,71,Parkland,Donald Ross,1919,Closed,~,~,~,N/D,N/D,USD
USA-OH-00334-01,USA-OH-00334,First/Second 9,18,72,Parkland,Ron Palmer/Michael Hurdzen,1992,Open,27,32,32,N/D,N/D,USD
USA-OH-00334-02,USA-OH-00334,Third/Fourth 9,18,72,Parkland,Ron Palmer/Michael Hurdzen,1992,Open,27,32,32,N/D,N/D,USD
USA-OH-00335-01,USA-OH-00335,Manakiki,18,71,Parkland,Donald Ross,1926,Open,26,32,32,N/D,N/D,USD
USA-OH-00336-01,USA-OH-00336,Maple Ridge,18,70,Parkland,Porter Stewart,1961,Open,20,23,57,N/D,N/D,USD
USA-OH-00337-01,USA-OH-00337,Maplecrest,18,71,Parkland,N/D,1928,Open,32,42,42,N/D,N/D,USD
USA-OH-00338-01,USA-OH-00338,Marietta,18,70,Parkland,Perl O Hart,1920,Closed,~,~,~,N/D,N/D,USD
USA-OH-00339-01,USA-OH-00339,Marion,18,71,Parkland,Willie Park Jr,1921,Closed,~,~,~,N/D,N/D,USD
USA-OH-00340-01,USA-OH-00340,Marysville,18,72,Parkland,N/D,1932/R-1978,Open,18,26,26,N/D,N/D,USD
USA-OH-00341-01,USA-OH-00341,Mastick Woods,9,31,Parkland,Harry Burkhardt,1966,Open,12,13,13,N/D,N/D,USD
USA-OH-00342-01,USA-OH-00342,Maumee Bay State Park,18,72,Parkland,Arthur Hills,1990,Open,22,28,28,N/D,N/D,USD
USA-OH-00343-01,USA-OH-00343,Mayfair,18,71,Parkland,N/D,1968,Open,18,28,28,N/D,N/D,USD
USA-OH-00344-01,USA-OH-00344,Mayfield,18,71,Parkland,Bert Way/Herbert Barker,1911/R-2006,Closed,~,~,~,N/D,N/D,USD
USA-OH-00344-02,USA-OH-00344,Sandridge,18,72,Parkland,Bert Way/Herbert Barker,1911/R-2006,Closed,~,~,~,N/D,N/D,USD
USA-OH-00345-01,USA-OH-00345,Meadow,9,31,Parkland,Dr Michael Hurdzan,1993,Open,12,12,12,N/D,N/D,USD
USA-OH-00346-01,USA-OH-00346,Meadowbrook,18,72,Parkland,Alex Campbell,1924,Closed,~,~,~,N/D,N/D,USD
USA-OH-00347-01,USA-OH-00347,Meadowlake,18,64,Parkland,Roy Barr,1963,Open,15,15,15,N/D,N/D,USD
USA-OH-00348-01,USA-OH-00348,White/Red,18,57,Parkland,N/D,1985,Open,16.5,18,18,N/D,N/D,USD
USA-OH-00348-02,USA-OH-00348,yellow,9,36,Parkland,N/D,1985,Open,12.5,13.5,13.5,N/D,N/D,USD
USA-OH-00349-01,USA-OH-00349,Meander,9,35,Parkland,Mike Lanzino,1962,Open,10,10,10,N/D,N/D,USD
USA-OH-00350-01,USA-OH-00350,Meadows/Rookery,18,72,Parkland,Jack Nicklaus Jr,1994,Closed,~,~,~,N/D,N/D,USD
USA-OH-00350-02,USA-OH-00350,Preserve/Meadows,18,72,Parkland,Jack Nicklaus,1993,Closed,~,~,~,N/D,N/D,USD
USA-OH-00350-03,USA-OH-00350,Preserve/Rookery,18,72,Parkland,Jack Nicklaus Jr,1994,Closed,~,~,~,N/D,N/D,USD
USA-OH-00351-01,USA-OH-00351,18 Hole Course,18,72,Parkland,Bowers/Fink/Keiser,1970,Closed,~,~,~,N/D,N/D,USD
USA-OH-00351-02,USA-OH-00351,Red 9,9,35,Parkland,Bowers/Fink/Keiser,1970,Closed,~,~,~,N/D,N/D,USD
USA-OH-00351-03,USA-OH-00351,Red/Green,18,71,Parkland,Bowers/Fink/Keiser,1970,Closed,~,~,~,N/D,N/D,USD
USA-OH-00352-01,USA-OH-00352,Mentel Memorial,18,72,Parkland,Jack Kidwell,1970,Open,18.5,22.5,22.5,N/D,N/D,USD
USA-OH-00353-01,USA-OH-00353,Mercer County Elks,9,36,Parkland,Harold Paddock,1960,Open,34,34,39,N/D,N/D,USD
USA-OH-00354-01,USA-OH-00354,Miami Shores,18,72,Parkland,Donald Ross,1949,Open,20,23,23,N/D,N/D,USD
USA-OH-00355-01,USA-OH-00355,Miami Valley,18,71,Parkland,Donald Ross,1919,Closed,~,~,~,N/D,N/D,USD
USA-OH-00356-01,USA-OH-00356,Miami View,18,71,Parkland,William Diddel,1961,Closed,~,~,~,N/D,N/D,USD
USA-OH-00357-01,USA-OH-00357,Miami Whitewater Forest,18,71,Parkland,N/D,1963,Open,23,25,25,N/D,N/D,USD
USA-OH-00358-01,USA-OH-00358,Mill Creek,18,72,Parkland,Bill Black,1973,Open,21,29,29,N/D,N/D,USD
USA-OH-00359-01,USA-OH-00359,North,18,70,Parkland,Donald Ross,1927,Open,25,25,25,N/D,N/D,USD
USA-OH-00359-02,USA-OH-00359,South,18,70,Parkland,Donald Ross,1930,Open,25,25,25,N/D,N/D,USD
USA-OH-00359-03,USA-OH-00359,Par 3,18,54,Parkland,Donald Ross,1930,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-OH-00360-01,USA-OH-00360,Mills Creek,18,72,Parkland,Bill Black,1939,Open,10,11,11,N/D,N/D,USD
USA-OH-00361-01,USA-OH-00361,Millstone Hills,18,72,Parkland,N/D,1967,Open,29,32,32,N/D,N/D,USD
USA-OH-00362-01,USA-OH-00362,Minerva Lake,18,69,Parkland,Woody Baugh,1931,Open,15,20,20,N/D,N/D,USD
USA-OH-00363-01,USA-OH-00363,Mohawk,18,72,Parkland,Donald Ross,1918,Closed,~,~,~,N/D,N/D,USD
USA-OH-00364-01,USA-OH-00364,Mohican Hills,18,72,Parkland,"Dr. Michael Hurdzan,Jack Kidwell",1972,Open,24,24,24,N/D,N/D,USD
USA-OH-00365-01,USA-OH-00365,Moose,9,35,Parkland,N/D,1914,Open,~,~,~,N/D,N/D,USD
