course_code,facility_code,course_name,hol,par,course_type,course_architect,open_date,guest_policy,weekday_price,weekend_price,twilight_price,fairway,green,currency
USA-CO-00082-03,USA-CO-00082,Meadow/Links,18,72,Parkland,Denis Griffiths,1993,Open,52,58,52,N/D,N/D,USD
USA-CO-00082-04,USA-CO-00082,Meadow/Links,18,72,Parkland,Denis Griffiths,1993,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00083-01,USA-CO-00083,West/South,18,71,Parkland,J. Press Maxwell and Mark Rathert,1960,Open,55,55,55,N/D,N/D,USD
USA-CO-00083-02,USA-CO-00083,North/West,18,72,Parkland,J. Press Maxwell and Mark Rathert,1960,Open,55,55,55,N/D,N/D,USD
USA-CO-00083-03,USA-CO-00083,South/North,18,71,Parkland,J. Press Maxwell and Mark Rathert,1960,Open,55,55,55,N/D,N/D,USD
USA-CO-00084-01,USA-CO-00084,Gleneagle,18,72,Parkland,Frank Hummel,1972,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00085-01,USA-CO-00085,Glenmoore,18,71,Parkland,Pete Dye,1985,Closed,~,~,~,N/D,N/D,USD
USA-CO-00086-01,USA-CO-00086,Glenwood Springs,9,35,Parkland,Henry Hughes,1952,Open,22,22,22,N/D,N/D,USD
USA-CO-00087-01,USA-CO-00087,Course at Redlands Mesa,18,72,Desert,Jim Engh,2001,Open,43,43,43,N/D,N/D,USD
USA-CO-00088-01,USA-CO-00088,Grand Elk,18,71,Parkland,Tripp Davis/Craig Stadler,2003,Open,59,69,39,N/D,N/D,USD
USA-CO-00089-01,USA-CO-00089,Grand Lake,18,72,Parkland,Dick Phelps,1964,Open,35,50,32,N/D,N/D,USD
USA-CO-00090-01,USA-CO-00090,Grandote Peaks,18,72,Parkland,Tom Weiskopf/Jay Morrish,1988,Open,55,75,55,N/D,N/D,USD
USA-CO-00091-01,USA-CO-00091,Greeley,18,70,Parkland,Tom Bendelow,1932,Closed,~,~,~,N/D,N/D,USD
USA-CO-00093-01,USA-CO-00093,Green Valley Ranch,18,72,Parkland,Perry Dye,2001,Open,29,44,29,N/D,N/D,USD
USA-CO-00094-01,USA-CO-00094,Greenway Park,9,27,Parkland,N/D,1973,Open,9,9,9,N/D,N/D,USD
USA-CO-00095-01,USA-CO-00095,Harvard Gulch,9,27,Parkland,Ray Hill,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00096-01,USA-CO-00096,Haymaker,18,72,Parkland,Keith Foster ,1997,Open,65,65,65,N/D,N/D,USD
USA-CO-00097-01,USA-CO-00097,Haystack Mountain,9,31,Parkland,N/D,1966,Open,14,16,14,N/D,N/D,USD
USA-CO-00098-01,USA-CO-00098,Heather Gardens,9,32,Parkland,Dick Phelps,1973,Open,15,15,15,N/D,N/D,USD
USA-CO-00099-01,USA-CO-00099,Heather Ridge,18,70,Parkland,Dick Phelps,1973,Closed,~,~,~,N/D,N/D,USD
USA-CO-00100-01,USA-CO-00100,Heritage Eagle Bend,18,72,Parkland,Arthur Hills,2000,Open,44,50,44,N/D,N/D,USD
USA-CO-00101-01,USA-CO-00101,Highland Meadows,18,71,Parkland,Arthur Schaupter,2005,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00102-01,USA-CO-00102,Highlands Ranch,18,72,Parkland,Hale Irwin,1998,Open,39,49,39,N/D,N/D,USD
USA-CO-00103-01,USA-CO-00103,Hillcrest,18,71,Parkland,Frank Hummel,1971,Open,39,39,15,N/D,N/D,USD
USA-CO-00104-01,USA-CO-00104,Hiwan,18,70,Parkland,Perry Maxwell,1962,Closed,~,~,~,N/D,N/D,USD
USA-CO-00105-01,USA-CO-00105,East/Links,18,71,Parkland,Frank Hummel,1974,Open,19,26,19,N/D,N/D,USD
USA-CO-00107-01,USA-CO-00107,Hyland Hills,18,72,Parkland,Frank Hummel,1959,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00108-01,USA-CO-00108,Indian Hills,9,36,Parkland,N/D,1970,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00109-01,USA-CO-00109,Indian Peaks,18,72,Parkland,Hale Irwin,1993,Open,44,51,43,N/D,N/D,USD
USA-CO-00110-01,USA-CO-00110,Inverness,18,70,Parkland,Press Maxwell,1974,Closed,~,~,~,N/D,N/D,USD
USA-CO-00111-01,USA-CO-00111,Ironbridge,18,72,Parkland,Arthur Hills,2003,Open,69,89,69,N/D,N/D,USD
USA-CO-00112-01,USA-CO-00112,River,18,72,Parkland,"Robert Trent Jones, Jr.",1980,Open,85,85,65,N/D,N/D,USD
USA-CO-00113-01,USA-CO-00113,The Divide,18,71,Parkland,Red Stone Golf,1999,Open,20,30,20,N/D,N/D,USD
USA-CO-00114-01,USA-CO-00114,La Junta,9,35,Parkland,Army Corp of Engineers,1950,Open,50,50,50,N/D,N/D,USD
USA-CO-00115-01,USA-CO-00115,Lake Arbor,18,70,Parkland,Orville Moody,1972,Open,23,26,23,N/D,N/D,USD
USA-CO-00116-01,USA-CO-00116,Lake Estes Executive 9,9,31,Parkland,Henry Hughes,1971,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00117-01,USA-CO-00117,Lake Valley,18,70,Parkland,Press Maxwell,1964,Closed,~,~,~,N/D,N/D,USD
USA-CO-00118-01,USA-CO-00118,Lakewood,18,71,Parkland,Tom Bendelow/ Donald Ross,1912,Closed,~,~,~,N/D,N/D,USD
USA-CO-00119-01,USA-CO-00119,Lakota Canyon Ranch,18,72,Parkland,James Engh,2004,Open,99,99,99,N/D,N/D,USD
USA-CO-00120-01,USA-CO-00120,Las Animas Public,9,34,Parkland,Ray Hardy,1984,Open,N/D,20,N/D,N/D,Bermuda,USD
USA-CO-00121-01,USA-CO-00121,Legacy Ridge,18,72,Parkland,Arthur Hills,1994,Open,40,45,35,N/D,N/D,USD
USA-CO-00122-01,USA-CO-00122,Lincoln Park,9,36,Parkland,N/D,1926,Open,16,16,16,N/D,N/D,USD
USA-CO-00124-01,USA-CO-00124,Littleton,18,63,Parkland,Dick Phelps,1986,Open,31,35,31,N/D,N/D,USD
USA-CO-00125-01,USA-CO-00125,Lone Tree,18,72,Parkland,Arnold Palmer,1985,Open,78,81,78,N/D,N/D,USD
USA-CO-00126-01,USA-CO-00126,Los Cumbres,9,31,Parkland,Jim Barnes,1974,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00128-01,USA-CO-00128,Mariana Butte,18,72,Parkland,Dick Phelps,1992,Open,55,55,55,N/D,N/D,USD
USA-CO-00129-01,USA-CO-00129,Maroon Creek,18,71,Parkland,Tom Fazio,1995,Closed,~,~,~,N/D,N/D,USD
USA-CO-00130-01,USA-CO-00130,Meadow Hills,18,70,Parkland,Henry Hughes,1957,Open,33,39,33,Blue Grass,Blue Grass,USD
USA-CO-00131-01,USA-CO-00131,Meeker,9,34,Parkland,N/D,1969,Open,15,15,15,N/D,N/D,USD
USA-CO-00132-01,USA-CO-00132,Meridian,18,72,Parkland,Jack Nicklaus,1984,Closed,~,~,~,N/D,N/D,USD
USA-CO-00133-01,USA-CO-00133,CommonGround,18,71,Parkland,N/D,1972,Open,52,52,32,N/D,N/D,USD
USA-CO-00133-02,USA-CO-00133,Par-3 Course,9,27,Parkland,N/D,1972,Open,52,52,32,N/D,N/D,USD
USA-CO-00134-01,USA-CO-00134,Monte Vista,9,35,Parkland,Jason Newman,1928,Open,16,16,12,N/D,N/D,USD
USA-CO-00135-01,USA-CO-00135,Mossland Memorial,9,36,Parkland,N/D,1986,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00136-01,USA-CO-00136,Mount Massive,18,72,Parkland,N/D,1939,Open,22,22,22,N/D,N/D,USD
USA-CO-00138-01,USA-CO-00138,Mountain Vista Greens,9,36,Parkland,Vic Tawara,1992,Open,19,19,11,N/D,N/D,USD
USA-CO-00139-01,USA-CO-00139,Murphy Creek,18,72,Parkland,Ken Kavanaugh,1999,Open,19,24,16,N/D,N/D,USD
USA-CO-00140-01,USA-CO-00140,Eldorado/Vista,18,72,Parkland,Graham & Parks International,1999,Open,110,110,110,N/D,N/D,USD
USA-CO-00140-02,USA-CO-00140,Sunshine/Eldorado,18,72,Parkland,Graham & Parks International,1999,Open,110,110,110,N/D,N/D,USD
USA-CO-00140-03,USA-CO-00140,Vista/Sunshine,18,72,Parkland,Graham & Parks International,1999,Open,110,110,110,N/D,N/D,USD
USA-CO-00141-01,USA-CO-00141,Overland,18,72,Parkland,William H Tucker,1895,Open,27,37,27,N/D,N/D,USD
USA-CO-00142-01,USA-CO-00142,Meadows/Ponderosa,18,72,Parkland,D J DeVictor,1985,Open,86,86,86,N/D,N/D,USD
USA-CO-00142-02,USA-CO-00142,Pinon/Ponderosa,18,72,Parkland,Johnny Bulla,1980,Open,86,86,86,N/D,N/D,USD
USA-CO-00142-03,USA-CO-00142,Meadows/Pinon,18,72,Parkland,Johnny Bulla,1980,Open,86,86,86,N/D,N/D,USD
USA-CO-00142-04,USA-CO-00142,Meadows,9,36,Parkland,Johnny Bulla,1980,Open,35,35,35,N/D,N/D,USD
USA-CO-00142-05,USA-CO-00142,Pinon,9,36,Parkland,Johnny Bulla,1980,Open,35,35,35,N/D,N/D,USD
USA-CO-00142-06,USA-CO-00142,Ponderosa,9,36,Parkland,Johnny Bulla,1980,Open,35,35,35,N/D,N/D,USD
USA-CO-00143-01,USA-CO-00143,Park Hill,18,71,Parkland,Clark Hamilton,1931,Open,25,35,25,N/D,N/D,USD
USA-CO-00144-01,USA-CO-00144,Nine Hole,9,35,Parkland,Willie Campbell,1919,Open,14.5,15.5,14.5,N/D,N/D,USD
USA-CO-00144-02,USA-CO-00144,Peak/Plains,18,72,Parkland,Willie Campbell,1919,Open,28,30,28,N/D,N/D,USD
USA-CO-00144-03,USA-CO-00144,Plains/Prairie,18,72,Parkland,Willie Campbell,1919,Open,28,30,28,N/D,N/D,USD
USA-CO-00144-04,USA-CO-00144,Prairie/Peak,18,72,Parkland,Willie Campbell,1919,Open,28,30,28,N/D,N/D,USD
USA-CO-00145-01,USA-CO-00145,Pelican Lakes,18,73,Parkland,Ted Robinson/Ted Robinson Jr,1999,Open,69,89,89,N/D,N/D,USD
USA-CO-00145-02,USA-CO-00145,Pelican Lakes,9,34,Parkland,Ted Robinson/Ted Robinson Jr,1999,Open,35,45,35,N/D,N/D,USD
USA-CO-00146-01,USA-CO-00146,Perry Park,18,72,Parkland,Dick Phelps,1971,Closed,~,~,~,N/D,N/D,USD
USA-CO-00147-01,USA-CO-00147,Pine Creek,18,72,Parkland,Dick Phelps,1987,Open,39,49,39,N/D,N/D,USD
USA-CO-00148-01,USA-CO-00148,Eighteen Hole,18,70,Parkland,Press Maxwell,1960,Closed,~,~,~,N/D,N/D,USD
USA-CO-00148-02,USA-CO-00148,Nine Hole,9,36,Parkland,Press Maxwell,1960,Closed,~,~,~,N/D,N/D,USD
USA-CO-00149-01,USA-CO-00149,Plum Creek,18,72,Parkland,Pete Dye,1984,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00150-01,USA-CO-00150,Meadow/Ranch,18,72,Parkland,Denis Griffiths/Ron Kirby,1985,Open,83,89,54,N/D,N/D,USD
USA-CO-00150-02,USA-CO-00150,Meadow/Ridge,18,72,Parkland,Denis Griffiths,1985,Open,83,89,54,N/D,N/D,USD
USA-CO-00150-03,USA-CO-00150,Ranch/Ridge,18,72,Parkland,Denis Griffiths,1998,Open,83,89,54,N/D,N/D,USD
USA-CO-00151-01,USA-CO-00151,Prairie Pines,9,35,Parkland,N/D,1971,Open,20,25,20,N/D,N/D,USD
USA-CO-00152-01,USA-CO-00152,Ptarmigan,18,72,Parkland,Jack Nicklaus,1988,Open,55,70,55,N/D,N/D,USD
USA-CO-00153-01,USA-CO-00153,Executive,9,30,Parkland,N/D,N/D,Open,19.25,19.25,19.25,N/D,N/D,USD
USA-CO-00153-02,USA-CO-00153,Regulation 18-Hole,18,70,Parkland,N/D,N/D,Open,32,34,32,N/D,N/D,USD
USA-CO-00154-01,USA-CO-00154,Pueblo,18,70,Parkland,Henry Hughes,1902,Closed,~,~,~,N/D,N/D,USD
USA-CO-00155-01,USA-CO-00155,Raccoon Creek,18,72,Parkland,Dick Phelps,1984,Open,45,55,45,N/D,N/D,USD
USA-CO-00156-01,USA-CO-00156,Red Hawk Ridge,18,72,Parkland,Jim Engh,1999,Open,49,57,39,N/D,N/D,USD
USA-CO-00157-01,USA-CO-00157,Red Rocks,18,71,Parkland,Phelps/Atikinson,1997,Closed,~,~,~,N/D,N/D,USD
USA-CO-00158-01,USA-CO-00158,Fazio Course,18,72,Parkland,Tom Fazio,2002,Open,250,250,250,N/D,N/D,USD
USA-CO-00158-02,USA-CO-00158,Norman Course,18,72,Parkland,Greg Norman,2003,Open,250,250,250,N/D,N/D,USD
USA-CO-00159-01,USA-CO-00159,Rifle Creek,18,72,Parkland,Dick Phelps,1960,Open,33,43,33,N/D,N/D,USD
USA-CO-00160-01,USA-CO-00160,Rio Grande,18,72,Parkland,N/D,2007,Open,89,99,89,N/D,N/D,USD
USA-CO-00161-01,USA-CO-00161,River Valley Ranch,18,72,Parkland,Jay Morrish,1998,Open,65,65,65,N/D,N/D,USD
USA-CO-00162-01,USA-CO-00162,The Dunes,18,72,Links,Pete and Perry Dye,1962,Open,39,46,29,N/D,N/D,USD
USA-CO-00162-02,USA-CO-00162,The Knolls,18,71,Parkland,Pete and Perry Dye,1962,Open,25,28,19,N/D,N/D,USD
USA-CO-00163-01,USA-CO-00163,Riverview,18,71,Parkland,Val Heim,1980,Open,29,29,29,N/D,N/D,USD
USA-CO-00164-01,USA-CO-00164,Rocky Ford,9,35,Parkland,N/D,1920,Open,12,12,10,N/D,N/D,USD
USA-CO-00165-01,USA-CO-00165,Rolling Hills,18,71,Parkland,Press Maxwell,1967,Closed,~,~,~,N/D,N/D,USD
USA-CO-00166-01,USA-CO-00166,Rollingstone Ranch,18,72,Parkland,Robert Trent Jones Jr,1972/R-2007,Open,95,95,75,N/D,N/D,USD
USA-CO-00167-01,USA-CO-00167,Saddle Rock,18,72,Parkland,Dick Phelps,1997,Open,40,51,16,N/D,N/D,USD
USA-CO-00168-01,USA-CO-00168,Saddleback,18,72,Parkland,Andy Johnson,2001,Open,35,42,34,N/D,N/D,USD
USA-CO-00169-01,USA-CO-00169,Shadow Hills,18,70,Parkland,Local Designers,1969,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00170-01,USA-CO-00170,Sheraton Steamboat,18,72,Parkland,Robert Trent Jones Jr,1974,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00171-01,USA-CO-00171,Silver Spruce,18,72,Parkland,Civil Engineers,1974,Open,35,35,35,N/D,N/D,USD
USA-CO-00172-01,USA-CO-00172,Smoky River,9,35,Parkland,Marty Johnson,1991,Open,N/D,N/D,N/D,Natural grass,N/D,USD
USA-CO-00173-01,USA-CO-00173,Sol Vista,18,72,Parkland,Michael Asmundson,2001,Open,90,90,60,N/D,N/D,USD
USA-CO-00174-01,USA-CO-00174,Sonnenalp,18,71,Parkland,Bob Cupp,1980,Open,95,95,95,N/D,N/D,USD
USA-CO-00175-01,USA-CO-00175,South Ridge,18,71,Parkland,Frank Hummel,1986,Open,37,37,37,N/D,N/D,USD
USA-CO-00176-01,USA-CO-00176,South Suburban,18,72,Parkland,Dick Phelps,1973,Open,44,46,44,N/D,N/D,USD
USA-CO-00177-01,USA-CO-00177,Southglenn,9,27,Parkland,N/D,1966,Closed,~,~,~,N/D,N/D,USD
USA-CO-00178-01,USA-CO-00178,Spreading Antlers,9,35,Parkland,Labron Harris,1965,Open,34,37,34,N/D,N/D,USD
USA-CO-00179-01,USA-CO-00179,Spring Valley,18,72,Parkland,Ross Graves,1997,Open,25,34,15,N/D,N/D,USD
USA-CO-00180-01,USA-CO-00180,Springhill,18,64,Parkland,Dick Phelps,1972,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00181-01,USA-CO-00181,Springs Ranch,18,72,Parkland,Dick Phelps,1997,Open,35,40,35,N/D,N/D,USD
USA-CO-00182-01,USA-CO-00182,Steamboat,9,35,Parkland,N/D,1964,Open,45,45,45,N/D,N/D,USD
USA-CO-00183-01,USA-CO-00183,Northeastern,18,72,Parkland,Henry Hughes,1956,Closed,~,~,~,N/D,N/D,USD
USA-CO-00184-01,USA-CO-00184,Stratton,9,34,Parkland,Geoffrey Cornish,1988,Open,59,79,30,N/D,N/D,USD
USA-CO-00185-01,USA-CO-00185,Sunset,9,34,Parkland,N/D,1924,Open,14,15,14,N/D,N/D,USD
USA-CO-00186-01,USA-CO-00186,Tamarack (9 Hole),9,36,Parkland,Henry Hughes,1967,Open,15,15,15,N/D,N/D,USD
USA-CO-00186-02,USA-CO-00186,Tamarack (18 Hole),18,71,Parkland,Henry Hughes,1967,Open,10,10,10,N/D,N/D,USD
USA-CO-00187-01,USA-CO-00187,Telluride Mountain Village,9,36,Parkland,Telluride Ski Co,1992,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00188-01,USA-CO-00188,The Aspen Glen,18,72,Parkland,Jack Nicklaus/Jack Nicklaus II,1997,Closed,~,~,~,N/D,N/D,USD
USA-CO-00189-01,USA-CO-00189,Crested Butte,18,72,Parkland,Robert Trent Jones Jr,1984,Open,149,149,149,N/D,N/D,USD
USA-CO-00190-01,USA-CO-00190,Gypsum Creek,18,72,Parkland,Pete Dye,1997,Open,49,55,39,N/D,N/D,USD
USA-CO-00191-01,USA-CO-00191,The of Colorado,18,71,Parkland,Pete Dye,1973,Closed,~,~,~,N/D,N/D,USD
USA-CO-00192-01,USA-CO-00192,Gold,18,72,Parkland,Frank Hummel,1963,Open,37,37,37,N/D,N/D,USD
USA-CO-00192-02,USA-CO-00192,Blue,9,36,Parkland,Frank Hummel,1959,Open,20,20,11,N/D,N/D,USD
USA-CO-00192-03,USA-CO-00192,Par 3 - South,9,27,Parkland,Greg Mastriona,1988,Open,9,9,9,N/D,N/D,USD
USA-CO-00192-04,USA-CO-00192,Par 3 - North,9,27,Parkland,N/D,2009,Open,5,5,5,N/D,N/D,USD
USA-CO-00193-01,USA-CO-00193,Hermosa,9,35,Parkland,Todd Schoeder,1975,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00193-02,USA-CO-00193,Cliffs,9,36,Parkland,Todd Severud,1975,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00193-03,USA-CO-00193,Glacier,9,36,Parkland,Todd Severud,1975,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00194-01,USA-CO-00194,Bear Dance,18,72,Parkland,"Aurand, Bruening and Hogan",2002,Open,55,99,55,N/D,N/D,USD
USA-CO-00195-01,USA-CO-00195,The Heritage at Westmoor,18,72,Parkland,Michael Hurdzaana Fry,1999,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00196-01,USA-CO-00196,The Homestead at Fox Hollow,18,65,Parkland,N/D,1998,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00197-01,USA-CO-00197,Cobble Creek,18,72,Parkland,N/D,1999,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00198-01,USA-CO-00198,Highlands Ranch,18,72,Parkland,Dick Phelps,1985,Open,27,33,27,N/D,N/D,USD
USA-CO-00199-01,USA-CO-00199,The Mad Russian,18,71,Parkland,N/D,1987,Open,28,32,18,N/D,N/D,USD
USA-CO-00200-01,USA-CO-00200,The Meadows,18,72,Parkland,Brad Benz/Mike Poellot/Dick Phelps,1984,Open,15,40,15,N/D,N/D,USD
USA-CO-00201-01,USA-CO-00201,The Olde at Loveland,18,72,Parkland,Henry Hughes,1955,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00202-01,USA-CO-00202,Lake/Valley,18,72,Parkland,David Bingham,1975,Closed,~,~,~,N/D,N/D,USD
USA-CO-00202-02,USA-CO-00202,Mountain/Lake,18,72,Parkland,David Bingham,1975,Closed,~,~,~,N/D,N/D,USD
USA-CO-00202-03,USA-CO-00202,Valley/Mountain,18,72,Parkland,David Bingham,1975,Closed,~,~,~,N/D,N/D,USD
USA-CO-00203-01,USA-CO-00203,The Ranch,18,71,Parkland,Dick Phelps,1974,Closed,~,~,~,N/D,N/D,USD
USA-CO-00204-01,USA-CO-00204,The Raven at Three Peaks,18,72,Parkland,Tom Lehman/Hurdzan-Fry Design,2000,Open,85,85,85,N/D,N/D,USD
USA-CO-00205-01,USA-CO-00205,The Ridge at Castle Pines North,18,71,Parkland,Tom Weiskopf,1997,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00206-01,USA-CO-00206,The Roaring Fork,18,72,Parkland,Jack Nicklaus,1999,Closed,~,~,~,N/D,N/D,USD
USA-CO-00207-01,USA-CO-00207,The Sanctuary,18,72,Parkland,Jim Engh,1997,Closed,~,~,~,N/D,N/D,USD
USA-CO-00208-01,USA-CO-00208,The Snowmass,18,72,Parkland,Jim Engh,1980,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00209-01,USA-CO-00209,Thorncreek,18,72,Parkland,B Spann/K Dye/J Finger,1992,Open,35,44,35,N/D,N/D,USD
USA-CO-00210-01,USA-CO-00210,Tiara Rado,18,71,Parkland,Tom Kolacny,1972,Open,35,38,35,N/D,N/D,USD
USA-CO-00211-01,USA-CO-00211,Trinidad,18,72,Parkland,N/D,1918,Open,21,26,21,N/D,N/D,USD
USA-CO-00212-01,USA-CO-00212,Twin Peaks,18,70,Parkland,Frank Hummel,1978,Open,29,31,29,N/D,N/D,USD
USA-CO-00213-01,USA-CO-00213,Ute Creek,18,72,Parkland,Robert Trent Jones Jr,1997,Open,36,41,36,N/D,N/D,USD
USA-CO-00214-01,USA-CO-00214,Vail,18,71,Parkland,Ben Krueger,1963,Open,35,35,25,N/D,N/D,USD
USA-CO-00215-01,USA-CO-00215,Valley,18,72,Parkland,Billy Bell Jr.,1960,Closed,~,~,~,N/D,N/D,USD
USA-CO-00216-01,USA-CO-00216,Valley Hi,18,72,Parkland,Henry Hughes,1958,Open,28,30,28,N/D,N/D,USD
USA-CO-00217-01,USA-CO-00217,Walking Stick,18,72,Parkland,Arthur Hills,1991,Open,34,36,34,N/D,N/D,USD
USA-CO-00218-01,USA-CO-00218,Walsenburg,9,36,Parkland,N/D,N/D,Open,15,20,15,N/D,N/D,USD
USA-CO-00219-01,USA-CO-00219,Washington County,9,36,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00220-01,USA-CO-00220,Wellshire,18,71,Parkland,Donald Ross,1926,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00221-01,USA-CO-00221,Sleeping Indian/ Cottonwood,18,72,Parkland,Dick Phelps,1994,Open,37,43,37,N/D,N/D,USD
USA-CO-00221-02,USA-CO-00221,Cottonwood/Silo,18,72,Parkland,Dick Phelps,1994,Open,37,43,37,N/D,N/D,USD
USA-CO-00221-03,USA-CO-00221,Silo/Sleeping Indian,18,72,Parkland,Dick Phelps,1994,Open,37,43,37,N/D,N/D,USD
USA-CO-00222-01,USA-CO-00222,Willis Case,18,70,Parkland,N/D,1928,Open,27,37,27,N/D,N/D,USD
USA-CO-00223-01,USA-CO-00223,Monument Hill,18,72,Parkland,J Press Maxwell,1965,Closed,~,~,~,N/D,N/D,USD
USA-CO-00224-01,USA-CO-00224,Wray,9,35,Parkland,N/D,1962,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CO-00225-01,USA-CO-00225,Yampa Valley,18,72,Parkland,William H & William Howard Neff,1983,Open,28,45,28,N/D,N/D,USD
USA-CO-00226-01,USA-CO-00226,Great Sand Dunes,18,72,Parkland,Dick Phelps,1989,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CT-00003-01,USA-CT-00003,Aspetuck Valley,18,71,Parkland,Hal Purdy,1966,Closed,~,~,~,N/D,N/D,USD
USA-CT-00006-01,USA-CT-00006,Airways,18,71,Parkland,Geoffrey Cornish,1977,Open,21,24,21,N/D,N/D,USD
USA-CT-00009-01,USA-CT-00009,Alling Memorial,18,72,Parkland,Robert D Pryde,1930,Open,24,28,24,N/D,N/D,USD
USA-CT-00012-01,USA-CT-00012,Buena Vista,9,31,Parkland,N/D,1950,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CT-00013-01,USA-CT-00013,Banner Lodge,18,72,Parkland,N/D,N/D,Open,25,25,25,N/D,N/D,USD
USA-CT-00014-01,USA-CT-00014,Birch Plain,18,54,Parkland,N/D,N/D,Open,22,26,15,N/D,N/D,USD
USA-CT-00015-01,USA-CT-00015,Birchwood,18,72,Parkland,N/D,1946,Closed,~,~,~,N/D,N/D,USD
USA-CT-00016-01,USA-CT-00016,Red,18,72,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CT-00016-02,USA-CT-00016,Black,18,72,Parkland,N/D,1967,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CT-00017-01,USA-CT-00017,Black Hall,18,71,Parkland,N/D,N/D,Open,59,59,59,N/D,N/D,USD
USA-CT-00018-01,USA-CT-00018,Chanticlair,18,70,Parkland,Hymie Stoloman,1972,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CT-00019-01,USA-CT-00019,Andersons Glen,18,72,Parkland,Mr. George Seibert,1925,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CT-00021-01,USA-CT-00021,Red/White,18,72,Parkland,N/D,N/D,Closed,~,~,~,N/D,N/D,USD
USA-CT-00021-02,USA-CT-00021,White/Blue,18,73,Parkland,N/D,N/D,Open,29,29,29,N/D,N/D,USD
USA-CT-00022-01,USA-CT-00022,Blue Fox Run,18,70,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CT-00022-02,USA-CT-00022,White,18,72,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CT-00022-03,USA-CT-00022,Blue,18,70,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CT-00027-01,USA-CT-00027,Brooklawn,18,71,Parkland,N/D,N/D,Closed,~,~,~,N/D,N/D,USD
USA-CT-00028-01,USA-CT-00028,Brooklyn,9,35,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CT-00030-01,USA-CT-00030,Bulls Bridge,18,72,Parkland,N/D,N/D,Open,42,54,42,N/D,N/D,USD
USA-CT-00031-01,USA-CT-00031,Burning Tree,18,72,Parkland,Hal Purdy,N/D,Closed,~,~,~,N/D,N/D,USD
USA-CT-00038-01,USA-CT-00038,Candlewood Valley,18,71,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CT-00041-01,USA-CT-00041,Cedar Knob,18,72,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-CT-00042-01,USA-CT-00042,Cedar Ridge,18,54,Parkland,N/D,N/D,Open,34,40,15,N/D,N/D,USD
USA-CT-00045-01,USA-CT-00045,Chippanee,18,70,Parkland,Herb Lagerblade,1923,Closed,~,~,~,N/D,N/D,USD
USA-CT-00045-02,USA-CT-00045,Red,18,71,Parkland,Robert J Ross,1926,Closed,~,~,~,N/D,N/D,USD
USA-CT-00047-01,USA-CT-00047,Clinton,18,72,Parkland,Geoffrey Cornish,1968,Closed,~,~,~,N/D,N/D,USD
USA-CT-00048-01,USA-CT-00048,Connecticut,18,72,Parkland,Geoffrey Cornish,1966,Closed,~,~,~,N/D,N/D,USD
USA-CT-00049-01,USA-CT-00049,Connecticut,18,54,Parkland,Geoffrey Cornish,1958,Open,22,22,22,N/D,N/D,USD
